Line of Business,Client,Project ,Manager/Director,Project Manager,Contract Type,Status,Budget,Assigned To,Review,Internal Completion Date ,Due Date (External),BQE Project #,Region,ISO/TSO/Utility,Technology,Project Source,Notes,Column1
Generation Interconnection,Metra Properties,Terrel load T7 - Dynamic Large Electronic Load (LEL) Model,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"9,000",Marise El Nacouzi,Perla Boulos,3/13/2026,18-Mar-26,401834,ERCOT,,load,Organic,,
Generation Interconnection,Millenium Power,138 kV load T1- Interconnection Support,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Invoice time spent at end of month,"10,000",,Sonjoy Roy,,1-Dec-26,405320,ERCOT,,Load,,in batch 1,
Generation Interconnection,Millenium Power,138 kV load T2- Load Model ,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced - leave open,"21,000",,Sonjoy Roy,4/28/2026,30-Apr-26,405320,ERCOT,,Load,,,
Generation Interconnection,Millenium Power,345 kV load T1- Interconnection Support,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Invoice time spent at end of month,"10,000",,Sonjoy Roy,,1-Dec-26,405420,ERCOT,,Load,,in batch 1,
Generation Interconnection,Millenium Power,345 kV load T2- Load Model ,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced - leave open,"21,000",,Sonjoy Roy,4/28/2026,30-Apr-26,405420,ERCOT,,Load,,,
Generation Interconnection,Miranda Solar Project LLC,Miranda T1-ERCOT FIS Update,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"18,000",Ghida Hajj Hassan,Sonjoy Roy,4/22/2026,30-Apr-26,401440,ERCOT,,solar,Organic,tie-line length confirmation,
,,,,,,,,,,,,,,,,,feb or may 2027 qsa,
,,,,,,,,,,,,,,,,,PPC??,
Generation Interconnection,Miranda Solar Project LLC,Miranda T2-PSSE MQT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"11,000",Ghida Hajj Hassan,Sonjoy Roy,6/30/2026,16-Jul-26,401440,ERCOT,,solar,Organic,May 2027 QSA ,
Generation Interconnection,Miranda Solar Project LLC,Miranda T3-PSCAD model,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"11,000",Ghida Hajj Hassan,Sonjoy Roy,6/30/2026,16-Jul-26,401440,ERCOT,,solar,Organic,sungrow +RRC PPC,
Generation Interconnection,Miranda Solar Project LLC,Miranda T4-PSCAD MQT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"14,000",Ghida Hajj Hassan,Sonjoy Roy,6/30/2026,16-Jul-26,401440,ERCOT,,solar,Organic,sungrow +RRC PPC,
Generation Interconnection,Miranda Solar Project LLC,Miranda T5-PSSE & PSCAD Benchmarking,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"5,000",Ghida Hajj Hassan,Sonjoy Roy,6/30/2026,16-Jul-26,401440,ERCOT,,solar,Organic,sungrow +RRC PPC,
Generation Interconnection,Grupo Cobra (Miranda Solar Project LLC),Miranda T6-reactive study,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"22,200",Ghida Hajj Hassan,Sonjoy Roy,8/10/2026,17-Aug-26,401440,ERCOT,,solar,Organic,,
Generation Interconnection,Grupo Cobra (Miranda Solar Project LLC),Miranda T7-planning & QSA support,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"10,000",Ghida Hajj Hassan,Sonjoy Roy,1/1/2027,15-Jan-27,401440,ERCOT,,solar,Organic,,
Generation Interconnection,Grupo Cobra (Miranda Solar Project LLC),Miranda T9-ERCOT FIS MATERIAL & MODEL UPDATE,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"9,000",Ghida Hajj Hassan,Sonjoy Roy,8/10/2026,17-Aug-26,401440,ERCOT,,solar,Organic,TO,
Generation Interconnection,Grupo Cobra (Miranda Solar Project LLC),Miranda TASK 10: PSCAD™ MODEL QUALITY TEST UPDATE,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"9,000",Ghida Hajj Hassan,Sonjoy Roy,8/10/2026,17-Aug-26,401440,ERCOT,,solar,Organic,,
Generation Interconnection,Grupo Cobra (Miranda Solar Project LLC),Miranda TASK 11: ERCOT PSS/E MODEL QUALITY TEST UPDATE,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"7,200",Ghida Hajj Hassan,Sonjoy Roy,8/10/2026,17-Aug-26,401440,ERCOT,,solar,Organic,,
Generation Interconnection,Grupo Cobra (Miranda Solar Project LLC),Miranda TASK 12: PSS®E AND PSCADTM MODEL BENCHMARKING STUDY,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,"3,600",Ghida Hajj Hassan,Sonjoy Roy,8/10/2026,17-Aug-26,401440,ERCOT,,solar,Organic,,
Generation Interconnection,"Misae - North America Data Center, LLC",TASK 1: LOAD INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,"10,000",,Behzad Jandaghi,,1-Dec-26,404363,,,,,,
Generation Interconnection,"Misae - North America Data Center, LLC",TASK 2: PSS®E MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"16,000",Shiva Amini,Behzad Jandaghi,2/17/2026,2/27/2026,404363,,,,,,
Generation Interconnection,MIsae (Power Synergy LLC),Mojo Solar TASK 6: ERCOT MODEL QUALITY TEST– COMBINED ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"15,000",Behzad Jandaghi,Joelle Abi-Nahed,6/20/2025,30-Jun-25,203705,ERCOT,,PV+BESS,,wilson+mojo MQT,
Generation Interconnection,Misae Solar Parks,Comanche Bess Task 2: ERCOT SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Yara Karam,Behzad Jandaghi,25-Sep,30-Sep-24,,ERCOT,,BESS,,,
,,Interconnection Application,,,,,,,,,,,,,,,,
Generation Interconnection,Misae Solar Parks,Leon Bess Task 2: ERCOT SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,000",Yara Karam,Behzad Jandaghi,4-Oct,11-Oct-24,,ERCOT,,BESS,,,
,,Interconnection Application,,,,,,,,,,,,,,,,
Generation Interconnection,Misae Solar Parks,Leon Bess Task 2: ERCOT PSS/E Model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"9,000",Yara Karam,Behzad Jandaghi,25-Nov,29-Nov-24,,ERCOT,,BESS,,solar+storage follow up,
,,Quality Test and VRT Tuning,,,,,,,,,,,,,,,follow up on load?,
Generation Interconnection,Misae Solar Parks,Comanche Bess Task 3: ERCOT PSS/E Model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,000",Yara Karam,Behzad Jandaghi,6-Dec,13-Dec-24,,ERCOT,,BESS,,,
,,Quality Test and VRT Tuning,,,,,,,,,,,,,,,,
Generation Interconnection,Misae Solar Parks,WIlson Bess TASK 2: ERCOT EXPEDITED SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Shiva Amini,Behzad Jandaghi,20-Mar,28-Mar-25,,ERCOT,,BESS,,pending layout from kevin's team (400),
,,APPLICATION,,,,,,,,,,,,,,,SLF: pending LMP with mohamad (120 MW),
Generation Interconnection,Misae Solar Parks,WIlson Bess TASK 4: INTERCONNECTION SUPPORT &,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Hold (other reason),"5,000",Shiva Amini,Behzad Jandaghi,,1-Dec-26,,ERCOT,,BESS,,,
,,MEETINGS,,,,,,,,,,,,,,,,
Generation Interconnection,Misae Solar Parks,Mojo Solar TASK 1: ERCOT EXPEDITED SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Shiva Amini,Behzad Jandaghi,3-Jan,10-Jan-25,,ERCOT,,BESS,,,
,,APPLICATION,,,,,,,,,,,,,,,,
Generation Interconnection,Misae Solar Parks,Mojo solar TASK 3: INTERCONNECTION SUPPORT &,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Hold (other reason),"5,000",Shiva Amini,Behzad Jandaghi,,1-Dec-26,,ERCOT,,BESS,,please follow up on how to enter the PUN with ERCOT. Ask client first if they approve us reaching out to ERCOT,
,,MEETINGS,,,,,,,,,,,,,,,"Also, check with client when IA will be signed – after all studies are done?",
Generation Interconnection,Misae Solar Parks,Mojo load TASK 1: LOAD INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"8,000",Abraham Reveles,Behzad Jandaghi,5/23/2025,1-Dec-26,203741,ERCOT,,load,,study approved. batch 0??,
Generation Interconnection,Misae Solar Parks,Mojo load TASK 2: PSS®E MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Abraham Reveles,Behzad Jandaghi,5/23/2025,30-May-25,203741,ERCOT,,load,,PUN with who? wilson or Mojo? breaker configuration for load?,
Generation Interconnection,Misae Solar Parks,Mojo load TASK 3: DYNAMIC LOAD MODEL ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"13,000",Shiva Amini,Behzad Jandaghi,5/23/2025,30-May-25,203741,ERCOT,,load,,,
Generation Interconnection,Misae Solar Parks,Comanche Bess Task 4: General,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Hold (other reason),"15,000",Yara Karam,Behzad Jandaghi,,1-Dec-26,,ERCOT,,BESS,,scoping meeting on 1/22,
,,Interconnection Support,,,,,,,,,,,,,,,,
Generation Interconnection,Misae Solar Parks,Leon Bess Task 4: General  Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Hold (other reason),"15,000",Georgette Khanfour,Behzad Jandaghi,,1-Dec-26,,ERCOT,,BESS,,scoping meeting on 1/6,
,,,,,,,,,,,,,,,,," intention of adding a 70 MW data center load; however if the data center has the same substation as solar and BESS, WSL metering will not be functional. There will be another meeting to discuss the configuration of the data center load in terms of WSL metering POI, substation, ...",
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,client wants 2 POIs not 1 for solar+storage.,
,,,,,,,,,,,,,,,,,load request should come from Houston co-op to oncor,
,,,,,,,,,,,,,,,,,we sent scope for combined but will not follow up unless requetsed by oncor,
Generation Interconnection,Misae Solar Parks,WIlson Bess  TASK 3: ERCOT MODEL QUALITY TEST,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"11,000",Behzad Jandaghi,Joelle Abi-Nahed,6/20/2025,30-Jun-25,,ERCOT,,BESS,,"share equipment or no? if no, cancel",
Generation Interconnection,Misae Solar Parks,MojoSolar TASK 2: ERCOT MODEL QUALITY TEST,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"11,000",Behzad Jandaghi,Joelle Abi-Nahed,6/20/2025,30-Jun-25,,ERCOT,,BESS,,kick off after discussion with TSP: separate or combined models and tie-lines? can we tap both circuits?,
,,,,,,,,,,,,,,,,,scoping call is on 3/27,
Generation Interconnection,"Misae Solar Parks, LLC",Mojo BESS SLF TASK 2: ERCOT EXPEDITED SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"24,000",Shiva Amini,Behzad Jandaghi,4/7/2025,14-Apr-25,400997,ERCOT,,BESS,,reactive req is not seprate. every unot should meet full capability,
,,APPLICATION FOR BESS SLF,,,,,,,,,,,,,,,,
Generation Interconnection,"Misae Solar Parks, LLC",Mojo BESS SLF TASK 3: ERCOT MODEL QUALITY TEST–,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"22,000",Behzad Jandaghi,Joelle Abi-Nahed,6/20/2025,30-Jun-25,400997,ERCOT,,BESS,,,
,,combined SLF,,,,,,,,,,,,,,,,
Generation Interconnection,"Misae Solar Parks, LLC",Mojo BESS SLF TASK 4: INTERCONNECTION SUPPORT &,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",Shiva Amini,Behzad Jandaghi,,1-Dec-26,400997,ERCOT,,BESS,,,
,,MEETINGS,,,,,,,,,,,,,,,,
Generation Interconnection,"Misae Solar Parks, LLC",Comanche TASK 2: PSS®E MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"6,000",Yara Karam,Sonjoy Roy,9/23/2025,30-Sep-25,402784,ERCOT,,load,,500 MW,
Generation Interconnection,"Misae Solar Parks, LLC",Comanche TASK 3: DYNAMIC LOAD MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,000",Yara Karam,Sonjoy Roy,9/23/2025,30-Sep-25,402784,ERCOT,,load,,500 MW,
Generation Interconnection,"Misae Solar Parks, LLC",Leon TASK 1: LOAD INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,In progress,"6,000",Mary Fadlallah,Sonjoy Roy,9/23/2025,10-Dec-26,400644,ERCOT,,load,,74 MW. houston co-op started studies?,
Generation Interconnection,"Misae Solar Parks, LLC",Leon TASK 2: PSS®E MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"6,000",Mary Fadlallah,Sonjoy Roy,9/23/2025,30-Sep-25,400644,ERCOT,,load,,74 MW,
Generation Interconnection,"Misae Solar Parks, LLC",Comanche TASK 1: LOAD INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,In progress,"6,000",Yara Karam,Sonjoy Roy,9/23/2025,10-Dec-26,402784,ERCOT,,load,,500 MW,
Generation Interconnection,"Misae Solar Parks, LLC",Leon TASK 3: DYNAMIC LOAD MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"10,000",Mary Fadlallah,Sonjoy Roy,9/23/2025,30-Sep-25,400644,ERCOT,,load,,74 MW,
Generation Interconnection,Mission Clean ,Mandolin Solar Task 4: Plant Aspen Model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,000",Georgette Khanfour,Bikram Bhandari,5/16/2026,20-May-26,202640,ERCOT,,Solar,,,
Generation Interconnection,Mission Clean ,Mandolin Storage Task 4: Plant Aspen Model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"5,000",Georgette Khanfour,Bikram Bhandari,5/16/2026,20-May-26,202643,ERCOT,,BESS,,,
Generation Interconnection,"MISSION CLEAN ENERGY DEVCO, LLC",Mandolin Solar & BESS phase II TASK 1: ERCOT SS & FIS INTERCONNECTION APPLICATION ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"36,000",Georgette Khanfour,Bikram Bhandari,11/3/2025,26-Nov-25,402383 T1,,,,,load? changes to mandolin phase 1?,
Generation Interconnection,"Mission Clean Energy, LLC ",Ridley BESS T1 - T1 ERCOT Expedited FIS Application,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced and closed,"17,500",Georgette Khanfour,Yang Zhou,23-Apr,26-Apr-24,,ERCOT,,BESS,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Ridley Solar T1 - T1 ERCOT Expedited FIS Application,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be invoiced and closed,"17,500",Georgette Khanfour,Yang Zhou,23-Apr,26-Apr-24,,ERCOT,,Solar,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Mandolin BESS T1 - T 1: ERCOT SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Georgette Khanfour,Behzad Jandaghi,17-Jun,24-Jun-24,,ERCOT,,,,RFI was sent to us on 5/16,
,,INTERCONNECTION APPLICATION,,,,,,,,,,,,,,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Mandolin Solar T1 - T 1: ERCOT SS & FIS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"18,000",Georgette Khanfour,Behzad Jandaghi,17-Jun,24-Jun-24,,Ercot,,,,,
,,INTERCONNECTION APPLICATION,,,,,,,,,,,,,,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Cottontail BESS T4 - T4 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",,,,1-Dec-26,,ERCOT,,,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Mandolin BESS T2 - T  2: ERCOT PSS/E MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Georgette Khanfour,Bikram Bhandari,,25-Apr-25,,ERCOT,,,,"Please hold on the dynamic models for now, I’ll get back to you when that needs to be kicked off",
,,QUALITY TEST AND VRT TUNING,,,,,,,,,,,,,,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Mandolin BESS T3 - T  3: Combined ERCOT PSS/E,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Georgette Khanfour,Bikram Bhandari,,25-Apr-25,,ERCOT,,,,"Please hold on the dynamic models for now, I’ll get back to you when that needs to be kicked off",
,,MODEL QUALITY TEST AND VRT,,,,,,,,,,,,,,,,
,,TUNING,,,,,,,,,,,,,,,,
Generation Interconnection,"Mission Clean Energy, LLC ",Mandolin Solar T2 - T  2: ERCOT PSS/E MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"11,000",Georgette Khanfour,Bikram Bhandari,,25-Apr-25,,ERCOT,,,,"Please hold on the dynamic models for now, I’ll get back to you when that needs to be kicked off",
,,QUALITY TEST AND VRT TUNING,,,,,,,,,,,,,,,follow up in August,
Generation Interconnection,"Mission Clean Energy, LLC ",Ridley BESS T2 - T2 ERCOT Model Quality Test and VRT Tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Georgette Khanfour,Yang Zhou,,25-Apr-25,,ERCOT,,BESS,,"Let's hold on this for now, I'll let you know when we're ready to kick this off.",
Generation Interconnection,"Mission Clean Energy, LLC ",Ridley Solar T2.1 - T2.1 ERCOT Model Quality Test and VRT Tuning,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Georgette Khanfour,Yang Zhou,,25-Apr-25,,ERCOT,,Solar,,"Let's hold on this for now, I'll let you know when we're ready to kick this off.",
Generation Interconnection,"Mission Clean Energy, LLC ",Ridley Solar T2.2 - T2.2 ERCOT Model Quality Test and VRT Tuning (Combined),Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Georgette Khanfour,Yang Zhou,,25-Apr-25,,ERCOT,,Solar,,"Let's hold on this for now, I'll let you know when we're ready to kick this off.",
,,,,,,,,,,,,,,,,,follow up in october 9aspen + psse mqt),
Generation Interconnection,"Mission Clean Energy, LLC ",Ridley Solar Task 4: Project Interconnection,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",Georgette Khanfour,,,1-Dec-26,,ERCOT,,,,scoping meeting on 7/18,
,,Support,,,,,,,,,,,,,,,,
Generation Interconnection,Mitsui,Three W Load Project TASK 1: Support Task – Large Load Survey and Application ,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Invoice time spent at end of month,"10,000",Mary Fadlallah,Sonjoy Roy,12/20/2025,30-Dec-26,403315,ERCOT,,Load ,,oncor: they wnat to add bess behind load / battery behind solar,
,,,,,,,,,,,,,,,,,for item 1 - they need to discuss with oncor if allowable / metering ,
Generation Interconnection,Mitsui,Three W Load Project Task 2: PSS®E Steady State & Dynamic Model,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"18,000",Mary Fadlallah,Sonjoy Roy,3/7/2026,25-Mar-26,403315,ERCOT,,Load ,,oncor,
Generation Interconnection,Mitsui,Three W Load Project Task 3: ERCOT Transmission Analysis - Summer Peak Conditions,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"25,000",Ghida Hajj Hassan,Sonjoy Roy,3/16/2026,31-Mar-26,403315,ERCOT,,Load ,,oncor,
Generation Interconnection,Monarch Power Inc. ,Monarch Corpus Load Only T4 - T4 Load Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"5,000",,,,1-Dec-26,,ERCOT,,,,,
Generation Interconnection,Monarch Power Inc. ,Monarch Orange Grove Gen+Load T2 - T2 ERCOT Model Quality Test and VRT Tuning (Load + Generation),Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"15,000",,,,1-Dec-25,,ERCOT,,,,,
Generation Interconnection,Monarch Power Inc. ,Monarch Orange Grove Gen+Load T4 - T4 Project Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"5,000",,,,1-Dec-25,,ERCOT,,,,,
Generation Interconnection,NexAmp,Elkhead TASK 1: NEXAMP TRISTATE GREENBACKER HYBRID PROJECT APPLICATION PACKAGE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"26,400",Abraham Reveles,Behzad Jandaghi,9/12/2025,18-Sep-25,402758,WECC,TriState,PV+BESS,,,
Generation Interconnection,NexAmp,Elkhead TASK 2: NEXAMP TRISTATE GREENBACKER HYBRID PSLF USER DEFINED MODEL,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"16,800",Abraham Reveles,Behzad Jandaghi,,3-Sep-25,402758,WECC,TriState,PV+BESS,,,
Generation Interconnection,NexAmp,Elkhead Task 3: NEXAMP TRISTATE’S GREENBACKER HYBRID ASPEN MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"12,000",Abraham Reveles,Behzad Jandaghi,9/12/2025,18-Sep-25,402758,WECC,TriState,PV+BESS,,,
Generation Interconnection,NexAmp,Greenback TASK 1: NEXAMP TRISTATE GREENBACKER HYBRID PROJECT APPLICATION PACKAGE,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced - leave open,"26,400",Miguel Penagos,Sonjoy Roy,9/12/2025,18-Sep-25,402759,WECC,TriState,PV+BESS,,PO? - received,
Generation Interconnection,NexAmp,Greenback TASK 2: NEXAMP TRISTATE GREENBACKER HYBRID PSLF USER DEFINED MODEL,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"16,800",Miguel Penagos,Sonjoy Roy,,3-Sep-25,402759,WECC,TriState,PV+BESS,,Received,
Generation Interconnection,NexAmp,Greenback Task 3: NEXAMP TRISTATE’S GREENBACKER HYBRID ASPEN MODEL DEVELOPMENT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"12,000",Miguel Penagos,Sonjoy Roy,9/12/2025,18-Sep-25,402759,WECC,TriState,PV+BESS,,Received,
Generation Interconnection,Northern Energy Development,Eagles Nest Task 1: Load Interconnection Support ,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,In progress,"15,000",Ghida Hajj Hassan,Sonjoy Roy,4/30/2025,12-Dec-26,400032,ERCOT,,Load,,phase 1/ 2 base load in batch 0,
Generation Interconnection,Northern Energy Development,Eagles Nest TASK 2: PSS®E MODEL DEVELOPMENT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Ghida Hajj Hassan,Sonjoy Roy,3/7/2025,14-Mar-25,400032,ERCOT,,Load,,,
Generation Interconnection,Northern Energy Development,Eagles Nest TASK 3: DYNAMIC LOAD MODEL ,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"13,000",Ghida Hajj Hassan,Sonjoy Roy,3/7/2025,14-Mar-25,400032,ERCOT,,Load,,,
Generation Interconnection,Northern Energy Development,Eagles Nest Task 4 -  PSS®E STEADY STATE & DYNAMIC MODEL – ADDITIONAL 300 MW LOAD,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"16,000",Jonathan Ruiz,Bikram Bhandari,11/26/2025,27-Nov-25,400032,ERCOT,,Load,Organic,JJ: WO on file 11/26,
Generation Interconnection,Nova Clean,Big Spring Data complex TASK 1: LOAD INTERCONNECTION SUPPORT ,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Invoice time spent at end of month,"10,000",,Sonjoy Roy,,1-Dec-26,404405,ERCOT,,load,,approval on modeling?,
Generation Interconnection,Nova Clean,Pecos Wind T11-Planning,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"10,000",,Sonjoy Roy,,1-Jul-26,400645,ERCOT,,Wind,,Nov QSA,
Generation Interconnection,Nova Clean,Pecos Wind T12-Full Reg,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"19,000",,Sonjoy Roy,,1-Jul-26,400645,ERCOT,,Wind,,12/1 deadline for 4/1 PLD before May energization,
Generation Interconnection,Nova Clean,Pecos Wind T13-Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Invoice time spent at end of month,"5,000",,Sonjoy Roy,,1-Dec-26,400645,ERCOT,,Wind,,,
Generation Interconnection,Nova Clean,Crossroads Wind T10-Planning,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Mark as Cancelled,"10,000",,Sonjoy Roy,,16-Jun-26,401804,ERCOT,,Wind,,to complete or no if sold?,
